leg	site	hole	well logging	latitude	longitude	ocean	ocean hemisphere	sea	physographic feature	hard rock feature	ta	td	re-entry	site survey	site termination	crust	equipment test	heat flow	in situ pore water	hydraulic piston core	variable length hpc	pressure core barrel	punch core	extended core barrel	water depth(m)	total penetration(m)	drilled penetration(m)	cored penetration(m)	number of cores recovered	meters recovered	percent recovery	meters of hard rock cored	number of hard rock cores	meters of hard rock recovered	depth to basememnt(m)	oldest sediment sub-bottom depth	oldest sediment depth below sealevel	oldest sediment core number	oldest sediment age	oldest sediment lithology	oldest sediment lithology composition	oldest sediment source	oldest sediment heterogeneity	oldest sediment hardness	oldest comp1	oldest comp2	hard rock descriptions and comments
78	395	B	NO	22.7558	-46.0817	ATLANTIC	NORTH				03/26/1981	03/26/1981	NO	YES	OBJECTIVE REACHED		NO	NO	NO	NO	NO	NO	NO	NO	4483						0									NOCORESTAKEN-ENGINEERINGSITEONLY					unk - 0000	unk - 0000	
78	541		YES	15.5200	-58.7283	ATLANTIC	NORTH		RIDGE		02/13/1981	02/21/1981	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4940	459		459	51	401	87					459.0	5399	50	NO AGE GIVEN	RADIOLARIANMUDSTONE					unk - 0000	unk - 0000	
78	542		NO	15.5170	-58.7133	ATLANTIC	NORTH		RIDGE		02/21/1981	02/22/1981	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5016	240	174	66	7	53	80					240.0	5256	4	NO AGE GIVEN	ASHYCLAY					unk - 0000	unk - 0000	
78	542	A	NO	15.5195	-58.7133	ATLANTIC	NORTH		RIDGE		02/22/1981	02/23/1981	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5016	325.5	211	114	12	90	78					325.5	5342	10	NO AGE GIVEN	SCALYCLAYS					unk - 0000	unk - 0000	
78	542	B	NO	15.5200	-58.7132	ATLANTIC	NORTH		RIDGE		02/24/1981	02/27/1981	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5016	323	323				0									NORECOVERY					unk - 0000	unk - 0000	
78	543		NO	15.7123	-58.6537	ATLANTIC	NORTH		RISE		02/28/1981	03/03/1981	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5633	332	8	324	34	228	70					324.0	5957	34	NO AGE GIVEN	CLAYSTONE					unk - 0000	unk - 0000	
78	543	A	YES	15.7123	-58.6537	ATLANTIC	NORTH		RISE		03/03/1981	03/09/1981	NO	YES	TIME CONSTRAINTS	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5633	455	313	142	16	69	48	46	10	33	411	417.5	6051	10	NO AGE GIVEN	FERRUGINOUSCALCAREOUSCLAYSTONE					unk - 0000	unk - 0000	BASALT
79	544		NO	33.7667	-9.4050	ATLANTIC	NORTH		PLATEAU		04/17/1981	04/19/1981	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3606	6.0		5.0	1	5.0	100					6.0	3612	1	NO AGE GIVEN	PELAGICNANNOFOSSILOOZE					unk - 0000	unk - 0000	
79	544	A	NO	33.7667	-9.4050	ATLANTIC	NORTH		PLATEAU		04/19/1981	04/21/1981	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3581	235		235	28	83	35	51	6	2.7	184	235.0	3816	28	NO AGE GIVEN	SANDYMUD					unk - 0000	unk - 0000	GNEISS
79	544	B	NO	33.7667	-9.4050	ATLANTIC	NORTH		PLATEAU		04/21/1981	04/23/1981	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	NO	NO	NO	NO	3581	39.3		39	12	37	94					39.3	3620	12	NO AGE GIVEN	PELAGICFORAMINIFERALNANNOFOSSILOOZE					unk - 0000	unk - 0000	
79	545		NO	33.6643	-9.3647	ATLANTIC	NORTH		PLATEAU		04/23/1981	05/01/1981	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3142	701		701	75	354	50					701.0	3843	75	NO AGE GIVEN	LIMESTONE					unk - 0000	unk - 0000	
79	546		NO	33.7785	-9.5643	ATLANTIC	NORTH		PLATEAU		05/01/1981	05/03/1981	NO	YES	OBJECTIVE REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3958	192		192	21	118	61					192.0	4150	21	NO AGE GIVEN	HALITE					unk - 0000	unk - 0000	
79	546	A	NO	33.7787	-9.5633	ATLANTIC	NORTH		PLATEAU		05/03/1981	05/03/1981	NO	YES	OBJECTIVE REACHED		NO	NO	NO	NO	NO	NO	NO	NO	3958	50	50				0									NORECOVERYDOWNHOLEMEASUREMENTSONLY					unk - 0000	unk - 0000	
79	547		NO	33.7807	-9.3497	ATLANTIC	NORTH		PLATEAU		05/03/1981	05/04/1981	NO	YES	OBJECTIVE REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3938	32	28	3.5	1	3.5	100					3.5	3942	1	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
79	547	A	NO	33.7807	-9.3497	ATLANTIC	NORTH		PLATEAU		05/04/1981	05/10/1981	NO	YES	CHIEF SCIENTIST DECISION	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3938	744.5	70	674	73	333	49					744.5	4683	73	NO AGE GIVEN	CLAYSTONEANDCALCAREOUSCLAYSTONE					unk - 0000	unk - 0000	
79	547	B	NO	33.7807	-9.3497	ATLANTIC	NORTH		PLATEAU		05/10/1981	05/22/1981	YES	YES	OPERATIONAL LIMIT REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	3938	1030	725	305	36	155	50					1030	4968	36	NO AGE GIVEN	GRAYISHREDANDGRAYSANDYMUDSTONE					unk - 0000	unk - 0000	
80	548		NO	48.9158	-12.1640	ATLANTIC	NORTH		SPUR		06/10/1981	06/11/1981	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	1251	211		211	35	195	92					211.0	1462	35	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
80	548	A	YES	48.9155	-12.1645	ATLANTIC	NORTH		SPUR		06/11/1981	06/14/1981	NO	YES		OCEANIC	NO	NO	YES	NO	NO	NO	NO	NO	1251	551	206	345	38	249	72	21	3	3.2	551	535.5	1787	35	NO AGE GIVEN	QUARTZITE					unk - 0000	unk - 0000	METAQUARTZITE
80	549		YES	49.0880	-13.0980	ATLANTIC	NORTH		SPUR		06/15/1981	06/27/1981	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2515	1001	189	812	99	370	45					919.5	3435	88	NO AGE GIVEN	MICACEOUSFOLIATEDSANDSTONE					unk - 0000	unk - 0000	
80	549	A	NO	49.0882	-13.0982	ATLANTIC	NORTH		SPUR		06/27/1981	06/30/1981	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2513	200.5	4.5	196	42	144	73					200.5	2714	42	NO AGE GIVEN	NANNOFOSSILCHALK					unk - 0000	unk - 0000	
80	550		NO	48.5152	-13.4395	ATLANTIC	NORTH		PLAIN		06/30/1981	07/05/1981	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4420	536	94	442	48	263	59					527.0	4947	47	NO AGE GIVEN	CHALK					unk - 0000	unk - 0000	
80	550	A	NO	48.5152	-13.4395	ATLANTIC	NORTH		PLAIN		07/05/1981	07/06/1981	NO	YES	OPERATIONAL LIMIT REACHED		NO	NO	NO	NO	NO	NO	NO	NO	4420	95	95	0	0	0	0									NORECOVERY					unk - 0000	unk - 0000	
80	550	B	YES	48.5160	-13.4387	ATLANTIC	NORTH		PLAIN		07/06/1981	07/12/1981	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4420	720	456	264	30	178	67	35	5	31	685	689.0	5109	25	NO AGE GIVEN	CALCAREOUSMUDSTONE					unk - 0000	unk - 0000	BASALTWITHSEDIMENTINTERCALATIONS
80	551		NO	48.9107	-13.5015	ATLANTIC	NORTH		ESCARPMENT		07/16/1981	07/20/1981	NO	YES	TIME CONSTRAINTS	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3887	201	76	125	14	81	64	59	8	39	142	144.0	4031	6	NO AGE GIVEN	CHALK					unk - 0000	unk - 0000	BASALT
81	552		NO	56.0427	-23.2313	ATLANTIC	NORTH		PLATEAU		07/31/1981	08/03/1981	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2301	314	77	237	25	79	33	26	4	3.6		284.0	2585	21	NO AGE GIVEN	FERRUGINOUSDIATOMACEOUSCLAYSTONE					unk - 0000	unk - 0000	BASALTFLOW
81	552	A	NO	56.0427	-23.2313	ATLANTIC	NORTH		PLATEAU		08/04/1981	08/07/1981	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2301	183.5		183	38	183	100					183.5	2485	38	NO AGE GIVEN	GLAUCONITICNANNOCHALK,BIOSILICEOUS;MARLSTONE					unk - 0000	unk - 0000	
81	553		NO	56.0887	-23.3435	ATLANTIC	NORTH		PLATEAU		08/07/1981	08/08/1981	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2329	9.0		9.0	1	8.3	92					9.0	2338	1	NO AGE GIVEN	NANNOFORAMOOZE,MARL					unk - 0000	unk - 0000	
81	553	A	YES	56.0887	-23.3435	ATLANTIC	NORTH		PLATEAU		08/10/1981	08/25/1981	YES	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2329	682	151	531	59	289	54	180	22	100	499	502.5	2832	37	NO AGE GIVEN	TUFFACEOUSMUDSTONE					unk - 0000	unk - 0000	BASALTFLOWS
81	553	B	NO	56.0887	-23.3435	ATLANTIC	NORTH		PLATEAU		08/26/1981	08/26/1981	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2329	33		33	4	33	100					28.5	2358	4	NO AGE GIVEN	NANNO-FORAMOOZE					unk - 0000	unk - 0000	
81	554		NO	56.2902	-23.5282	ATLANTIC	NORTH		PLATEAU		08/27/1981	08/28/1981	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2576	76		76	8	54	71					76.0	2652	8	NO AGE GIVEN	NANNO-FORAMOOZE					unk - 0000	unk - 0000	
81	554	A	NO	56.2900	-23.5282	ATLANTIC	NORTH		PLATEAU		08/28/1981	08/29/1981	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2574	209	76	133	14	29	21	66	8	10	209	123.5	2698	5	NO AGE GIVEN	CALCARENITE					unk - 0000	unk - 0000	BASALTICBRECCIA
81	555		YES	56.5617	-20.7822	ATLANTIC	NORTH		PLATEAU		08/31/1981	09/10/1981	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1659	964	38	926	98	505	54	292	31		919	870.0	2529	88	NO AGE GIVEN	MICACEOUSSILTSTONESANDMUDSTONES					unk - 0000	unk - 0000	BASALTINTERBEDDEDWITHMUDSTONE,SANDSTONE
82	556		YES	38.9397	-34.6853	ATLANTIC	NORTH		RIDGE		09/22/1981	09/29/1981	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3672	639	455	184	22	85	46	177	21	79	461	471.0	4143	2	NO AGE GIVEN	NANNOFOSSILCHALK-ALLSEDIMENTFROMWASHCORES					unk - 0000	unk - 0000	BASALT,BASALTBRECCIA,GABBRO,GABBROBRECCIAS
82	557		NO	38.8325	-32.5597	ATLANTIC	NORTH				09/29/1981	09/30/1981	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2143	463	460	3	3	1.2	40	3	1	1.2	460	460.5	2604	1	NO AGE GIVEN	CALCAREOUSMUDSTONE-ALLSEDIMENTFROMWASHCORE					unk - 0000	unk - 0000	BASALT
82	558		YES	37.7700	-37.3435	ATLANTIC	NORTH		RIDGE		10/03/1981	10/11/1981	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3754	561	158	403	44	239	59	155	18	53	480	414.5	4169	27	NO AGE GIVEN	NANNOFOSSILCHALK					unk - 0000	unk - 0000	BASALTANDSERPENTINIZEDGABBRO
82	558	A	NO	37.7700	-37.3435	ATLANTIC	NORTH		RIDGE		10/11/1981	10/12/1981	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3754	131.5		131	16	124	94					131.5	3886	16	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
82	559		NO	35.1242	-40.9167	ATLANTIC	NORTH				10/14/1981	10/16/1981	NO	NO	TIME CONSTRAINTS	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2754	301	239	63	8	23	36	63	8	20	238	238.0	2992	1	NO AGE GIVEN	MARLYNANNOOOZE-ALLSEDIMENTFROMWASHCORE					unk - 0000	unk - 0000	PHYRICPILLOWBASALTS
82	560		NO	34.7222	-38.8427	ATLANTIC	NORTH				10/16/1981	10/18/1981	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3443	421	373	48	6	7.8	16	48	6	7.8	374	376.5	3820	1	NO AGE GIVEN	DOLOMITE-ALLSEDIMENTFROMWASHCORE					unk - 0000	unk - 0000	SERPENTINIZEDGABBROANDSERPENTINE
82	561		NO	34.7850	-39.0283	ATLANTIC	NORTH		RIDGE		10/18/1981	10/20/1981	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3457	426	411	15	3	6	40	15	3	6	411	411.5	3869	1	NO AGE GIVEN	NANNOFOSSILOOZE-ALLSEDIMENTFROMWASHCORE					unk - 0000	unk - 0000	BASALTPILLOWS
82	562		NO	33.1415	-41.6793	ATLANTIC	NORTH		RIDGE		10/21/1981	10/24/1981	NO	YES	TIME CONSTRAINTS	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3172	331	241	90	11	45	50	90	11	45	240	241.0	3413	1	NO AGE GIVEN	SILICEOUSFORAMINFERNANNOOOZE-SEDIMENTSFROMWASHCORE					unk - 0000	unk - 0000	BASALTPILLOWS
82	563		NO	33.6422	-43.7673	ATLANTIC	NORTH		RIDGE		10/24/1981	10/28/1981	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3786	382	156	226	25	191	84	18	3	9	364	364.5	4151	22	NO AGE GIVEN	LIMESTONE					unk - 0000	unk - 0000	BASALT
82	564		YES	33.7393	-43.7672	ATLANTIC	NORTH		RIDGE		10/28/1981	11/01/1981	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3820	365	284	81	9	35	43	81	9	35	284	284.0	4104	1	NO AGE GIVEN	LIMESTONE-ALLSEDIMENTFROMWASHCORE					unk - 0000	unk - 0000	BASALT
83	504	B	YES	1.2272	-83.7302	PACIFIC	NORTH				11/14/1981	01/05/1982	YES	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3460	1350	836	514	70	107	20	514	70	107	274										unk - 0000	unk - 0000	BASALT
84	565		NO	9.7282	-86.0907	PACIFIC	NORTH		TRENCH		01/13/1982	01/19/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3099	328.3		328	34	287	87					328.3	3427	34	NO AGE GIVEN	DARKGREENISHGRAYMUDSTONE					unk - 0000	unk - 0000	
84	566		NO	12.8057	-90.6965	PACIFIC	NORTH		CANYN		01/24/1982	01/25/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	NO	NO	NO	NO	3745	59	3	56	9	21	37	31	4	4.2	22	25.2	3770	5	NO AGE GIVEN	DARKOLIVEGRAYMUDSTONE					unk - 0000	unk - 0000	PERIDOTITE/SERPENINITE
84	566	A	NO	12.7985	-90.6998	PACIFIC	NORTH		CANYON (SUBMARINE)		01/25/1982	01/25/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3826	7		7	1	0.1	1	0.1	1	0.1	7	7.0	3833	1	NO AGE GIVEN	SILICEOUSMUD					unk - 0000	unk - 0000	PERIDOTITE/SERPENTINITE
84	566	B	NO	12.8135	-90.6917	PACIFIC	NORTH		CANYON (SUBMARINE)		01/25/1982	01/26/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3661	49	40	9	0	0	0									NORECOVERY					unk - 0000	unk - 0000	
84	566	C	YES	12.8140	-90.6922	PACIFIC	NORTH		CANYON (SUBMARINE)		01/26/1982	01/29/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3661	137	71	66	7	5.8	8	27	3	4.8	109	109.1	3770	5	NO AGE GIVEN	MUDSTONEANDSANDSTONE					unk - 0000	unk - 0000	PERIDOTITE/SERPENTINITE
84	567		NO	12.7160	-90.9332	PACIFIC	NORTH		SLOPE		01/29/1982	01/30/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5500	195.5	176	19	2	0.6	3					195.5	5696	2	NO AGE GIVEN	MUD					unk - 0000	unk - 0000	
84	567	A	YES	12.7165	-90.9320	PACIFIC	NORTH		SLOPE		01/30/1982	02/07/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5500	501	238	263	29	104	39	124	10	10	376	368.4	5868	19	NO AGE GIVEN	LIMESTONE					unk - 0000	unk - 0000	OPHIOLITECOMPLEX
84	568		YES	13.0722	-90.8000	PACIFIC	NORTH		SLOPE		02/08/1982	02/12/1982	NO	YES	HYDROCARBON HAZARD	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2010	418		418	44	308	73					408.9	2419	44	NO AGE GIVEN	MUDSTONE					unk - 0000	unk - 0000	
84	569		NO	12.9385	-90.8392	PACIFIC	NORTH		SLOPE		02/12/1982	02/15/1982	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2744	251		251	27	135	53					250.7	2995	27	NO AGE GIVEN	MUDSTONE					unk - 0000	unk - 0000	
84	569	A	NO	12.9370	-90.8468	PACIFIC	NORTH		SLOPE		02/15/1982	02/17/1982	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2795	365	265	100	11	16	16	13	2	1.6	351	351.4	3146	10	NO AGE GIVEN	MUDSTONE					unk - 0000	unk - 0000	GABBROS-DOLERITES
84	570		YES	13.2853	-91.3928	PACIFIC	NORTH		SLOPE		02/17/1982	02/21/1982	NO	YES	HYDROCARBON HAZARD	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1698	402	3	399	42	165	41	28	3	6.9	374	355.7	2054	38	NO AGE GIVEN	LIMESTONE/SANDSTONE/SHALE					unk - 0000	unk - 0000	SERPENTINITE/PERIDOTITE
85	571		NO	3.9973	-114.1422	PACIFIC	NORTH				03/19/1982	03/21/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3962	199	192	7	1	7	100					7.1	3969	1	NO AGE GIVEN	FORAM-NANNOOOZE					unk - 0000	unk - 0000	
85	572		NO	1.4348	-113.8420	PACIFIC	NORTH				03/22/1982	03/22/1982	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3893	20	1	19	1	9.2	48					9.5	3903	1	NO AGE GIVEN	FORAMSILICEOUSNANNOOOZE					unk - 0000	unk - 0000	
85	572	A	NO	1.4348	-113.8420	PACIFIC	NORTH				03/22/1982	03/23/1982	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3893	154		154	17	154	100					154.0	4047	17	NO AGE GIVEN	DIATOMNANNOOOZE					unk - 0000	unk - 0000	
85	572	B	NO	1.4348	-113.8420	PACIFIC	NORTH				03/23/1982	03/24/1982	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	NO	NO	NO	NO	3893	172.1	154	18	4	20	111					172.1	4065	4	NO AGE GIVEN	DIATOMTOSILICEOUSNANNOOOZE					unk - 0000	unk - 0000	
85	572	C	NO	1.4348	-113.8420	PACIFIC	NORTH				03/24/1982	03/26/1982	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	3893	169.5	5	164	20	162	98					169.5	4063	20	NO AGE GIVEN	DIATOMNANNOOOZE					unk - 0000	unk - 0000	
85	572	D	NO	1.4348	-113.8420	PACIFIC	NORTH				03/26/1982	03/28/1982	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3893	486	151	335	34	259	77	7	1	0.3	479	464.5	4358	33	NO AGE GIVEN	SILICEOUSNANNOFOSSILCHALK					unk - 0000	unk - 0000	BASALTPILLOWS
85	573		NO	0.4985	-133.3095	PACIFIC	NORTH		TROUGH		04/02/1982	04/04/1982	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4301	159		159	19	159	100					157.5	4459	19	NO AGE GIVEN	SILICEOUSCALCAREOUSOOZE					unk - 0000	unk - 0000	
85	573	A	NO	0.4985	-133.3095	PACIFIC	NORTH		TROUGH		04/05/1982	04/05/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4301	58	5	53	6	53	100					57.7	4359	6	NO AGE GIVEN	SILICEOUSNANNOOOZE					unk - 0000	unk - 0000	
85	573	B	NO	0.4985	-133.3095	PACIFIC	NORTH		TROUGH		04/06/1982	04/10/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4301	529	139	390	43	280	71	1.0	1	1.0	529	528.0	4829	42	NO AGE GIVEN	LIMESTONE					unk - 0000	unk - 0000	BASALT
85	574		NO	4.2087	-133.3302	PACIFIC	NORTH		TROUGH		04/11/1982	04/13/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4561	206.5		206	31	209	101					206.5	4768	31	NO AGE GIVEN	RADDIATOMNANNOOOZE					unk - 0000	unk - 0000	
85	574	A	NO	4.2087	-133.3302	PACIFIC	NORTH		TROUGH		04/13/1982	04/14/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4561	186.2	5	181	23	181	100					186.2	4747	23	NO AGE GIVEN	DIATOMNANNOOOZE					unk - 0000	unk - 0000	
85	574	B	NO	4.2087	-133.3302	PACIFIC	NORTH		TROUGH		04/15/1982	04/16/1982	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4561	194.5	185	9.5	1	9.4	98					194.5	4756	1	NO AGE GIVEN	SILICEOUSNANNOOOZE					unk - 0000	unk - 0000	
85	574	C	NO	4.2087	-133.3302	PACIFIC	NORTH		TROUGH		04/17/1982	04/19/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4561	532	194	338	37	197	58	12	2	0.6		520.0	5081	35	NO AGE GIVEN	METALLIFEROUSSILICEOUSCHALK					unk - 0000	unk - 0000	BASALT
85	575		NO	5.8500	-135.0360	PACIFIC	NORTH		FLANK		04/21/1982	04/22/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4536	99		99	11	99	100					98.6	4635	11	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
85	575	A	NO	5.8500	-135.0360	PACIFIC	NORTH		FLANK		04/22/1982	04/23/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	NO	NO	NO	NO	4536	208.4	105.4	103	33	140	135					208.4	4744	33	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
85	575	B	NO	5.8500	-135.0360	PACIFIC	NORTH		FLANK		04/23/1982	04/24/1982	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4536	119	19	100	14	119	119					119.0	4655	14	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
85	575	C	NO	5.8500	-135.0360	PACIFIC	NORTH		FLANK		04/24/1982	04/24/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	4536	16		16	2	16	100					15.8	4552	2	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
86	576		NO	32.3560	164.2757	PACIFIC	NORTH				05/16/1982	05/18/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	YES	YES	YES	NO	NO	NO	6217	69.2		69	8	68	98					69.2	6286	8	NO AGE GIVEN	PELAGICCLAYANDNANNOFOSSILOOZE					unk - 0000	unk - 0000	
86	576	A	NO	32.3563	164.2753	PACIFIC	NORTH				05/18/1982	05/19/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	6217	66		66	7	66	100					65.7	6283	7	NO AGE GIVEN	PELAGICCLAY					unk - 0000	unk - 0000	
86	576	B	NO	32.3562	164.2753	PACIFIC	NORTH				05/19/1982	05/20/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	6217	75		75	9	74	98					74.8	6292	9	NO AGE GIVEN	CHERT/CLAY					unk - 0000	unk - 0000	
86	577		NO	32.4418	157.7233	PACIFIC	NORTH				05/23/1982	05/23/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2675	119		119	13	111	93					118.8	2794	13	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
86	577	A	NO	32.4422	157.7232	PACIFIC	NORTH				05/24/1982	05/24/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2675	123.4		123	13	111	90					123.4	2798	13	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
86	577	B	NO	32.4413	157.7232	PACIFIC	NORTH				05/25/1982	05/25/1982	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	YES	YES	NO	NO	NO	2675	114	105	9.5	1	9.5	100					113.9	2789	1	NO AGE GIVEN	NANNOFOSSILOOZE					unk - 0000	unk - 0000	
