leg	site	hole	core	section	top of sampled interval (cm)	bottom of sampled interval(cm)	depth to core (m)	depth to sample (m)	card type	card number	pH electrode type	pH	alkalinity measurement type	alkalinity	salinity	data field #1	data field #2	data field #3	data field #4	data field #5	data field #6	reference
70	507	F	6	2	143.0	150.0	20.00	22.97	DATA CARD	1					36.0	8.72	53.19	19.33				LABNB
70	507	F	6	3	111.0	122.0	20.00	24.17	DATA CARD	1					36.0	8.84	51.51	18.97				LABNB
70	507	F	7	1	139.0	150.0	24.40	25.85	DATA CARD	1											440.00	7019
70	507	F	7	1	139.0	150.0	24.40	25.85	DATA CARD	1									4.00		440.00	LABNB
70	507	F	7	1	139.0	150.0	24.40	25.85	DATA CARD	2								22.00				7019
70	507	F	7	1	139.0	150.0	24.40	25.85	DATA CARD	3								16.40				7019
70	507	F	7	2	143.0	150.0	24.40	27.37	DATA CARD	1					36.6	9.20	54.23	19.69				LABNB
70	507	F	7	3	117.0	127.0	24.40	28.62	DATA CARD	1						10.86	51.92				410.00	7019
70	507	F	7	3	117.0	127.0	24.40	28.62	DATA CARD	1					35.2	10.86	51.92	18.03			410.00	LABNB
70	507	F	7	3	117.0	127.0	24.40	28.62	DATA CARD	2								20.00				7019
70	507	F	7	3	117.0	127.0	24.40	28.62	DATA CARD	3								19.50				7019
70	507	H	1	1	139.0	150.0	0.00	1.45	DATA CARD	1					35.2	10.72	52.42	19.08			590.00	LABNB
70	507	H	1	1	139.0	150.0	0.00	1.45	COMMENT CARD	1		ALLS		MPLES	FROM	THIS	HOLEW	EREST	OREDI	NREFE	RAPPRO	LABNB
70	507	H	1	1	139.0	150.0	0.00	1.45	COMMENT CARD	2		THREE		WEEKS	BEFO	RECEN	TRIFUG	ING				LABNB
70	507	H	2	1	139.0	150.0	3.50	4.95	DATA CARD	1					35.2	10.20	52.12	19.08			520.00	LABNB
70	507	H	2	2	139.0	150.0	3.50	6.45	DATA CARD	1					35.8	10.20	51.41	19.05			740.00	LABNB
70	507	H	2	3	139.0	150.0	3.50	7.95	DATA CARD	1					35.2	10.24	52.43	19.18			560.00	LABNB
70	507	H	3	1	139.0	150.0	7.90	9.35	DATA CARD	1					35.5	10.13	51.95	19.02			700.00	LABNB
70	507	H	3	2	139.0	150.0	7.90	10.85	DATA CARD	1					35.5	10.28	52.97	19.18			490.00	LABNB
70	507	H	3	3	139.0	150.0	7.90	12.35	DATA CARD	1					35.2	10.15	51.87	19.08			480.00	LABNB
70	507	H	4	1	139.0	150.0	12.30	13.75	DATA CARD	1					36.3	10.01	51.48	18.85			590.00	LABNB
70	507	H	5	1	139.0	150.0	16.70	18.15	DATA CARD	1					35.2	10.24	52.43	18.69			370.00	LABNB
70	507	H	5	2	139.0	150.0	16.70	19.65	DATA CARD	1					36.0	10.17	52.55	19.18			400.00	LABNB
70	507	H	5	3	139.0	150.0	16.70	21.15	DATA CARD	1					36.3	9.82	51.56	18.95			430.00	LABNB
70	507	H	6	1	109.0	120.0	21.10	22.25	DATA CARD	1					35.5	9.90	53.00	19.08			370.00	LABNB
70	507	H	6	2	139.0	150.0	21.10	24.05	DATA CARD	1					35.5	10.09	53.28	18.89			320.00	LABNB
70	507	H	6	3	132.0	143.0	21.10	25.48	DATA CARD	1					35.5	9.71	52.31	19.18			420.00	LABNB
70	507	H	7	1	139.0	150.0	25.50	26.95	DATA CARD	1					36.0	10.28	52.21	19.11			450.00	LABNB
70	507	H	7	1	139.0	150.0	25.50	26.95	COMMENT CARD	1		THESE		SIXS	AMPLE	SWERE	CENTR	IFUGED	AT22	DEGRE	ESC	LABNB
70	507	H	7	2	139.0	150.0	25.50	28.45	DATA CARD	1					36.3	9.94	53.07	18.89			310.00	LABNB
70	507	H	7	2	139.0	150.0	25.50	28.45	COMMENT CARD	1		THESE		FIVE	SAMPL	ESWER	ECENT	RIFUGE	DAT1	2DEGR	EESC	LABNB
70	507	H	7	3	127.0	138.0	25.50	29.82	DATA CARD	1					35.5	10.40	52.91	19.08			290.00	LABNB
70	507	H	7	3	127.0	138.0	25.50	29.82	COMMENT CARD	1		THESE		FIRST	SIX	SAMPLE	SWERE	CENTR	IFUGED	AT2	DEGREES	LABNB
70	508		1	1	139.0	150.0	0.00	1.45	DATA CARD	1											550.00	7019
70	508		1	1	139.0	150.0	0.00	1.45	DATA CARD	1											550.00	LABNB
70	508		1	1	139.0	150.0	0.00	1.45	DATA CARD	2								78.00				7019
70	508		1	1	139.0	150.0	0.00	1.45	DATA CARD	3								0.40				7019
70	508		1	2	139.0	150.0	0.00	2.95	DATA CARD	1					34.9	10.23	53.06	18.50				LABNB
70	508		1	2	139.0	150.0	0.00	2.95	DATA CARD	1						10.23	53.06					7019
70	508		1	2	139.0	150.0	0.00	2.95	DATA CARD	2								64.00				7019
70	508		1	2	139.0	150.0	0.00	2.95	DATA CARD	3								0.40				7019
70	508		1	3	70.0	80.0	0.00	3.75	DATA CARD	1					35.2	10.38	52.55	19.20	13.00		560.00	LABNB
70	508		1	3	70.0	80.0	0.00	3.75	DATA CARD	1						10.38	52.55		0.01		560.00	7019
70	508		1	3	70.0	80.0	0.00	3.75	DATA CARD	2								61.00				7019
70	508		1	3	70.0	80.0	0.00	3.75	DATA CARD	3								0.40				7019
70	508		2	1	139.0	150.0	4.00	5.45	DATA CARD	1												LABNB
70	508		2	2	139.0	150.0	4.00	6.95	DATA CARD	1											570.00	LABNB
70	508		2	3	128.0	138.0	4.00	8.33	DATA CARD	1						10.30	52.70		0.05		610.00	7019
70	508		2	3	128.0	138.0	4.00	8.33	DATA CARD	2								58.00				7019
70	508		2	3	128.0	138.0	4.00	8.33	DATA CARD	3								0.40				7019
70	508		2	3	128.0	139.0	4.00	8.34	DATA CARD	1					34.9	13.10	52.70	18.97	54.00		610.00	LABNB
70	508		3	1	139.0	150.0	8.40	9.85	DATA CARD	1												LABNB
70	508		3	2	139.0	150.0	8.40	11.35	DATA CARD	1									58.00		610.00	LABNB
70	508		3	3	113.0	123.0	8.40	12.58	DATA CARD	1						10.34	52.83				610.00	7019
70	508		3	3	113.0	123.0	8.40	12.58	DATA CARD	2								56.00				7019
70	508		3	3	113.0	123.0	8.40	12.58	DATA CARD	3								0.40				7019
70	508		3	3	113.0	124.0	8.40	12.59	DATA CARD	1					34.6	10.34	52.83	18.38			610.00	LABNB
70	508		4	1	139.0	150.0	12.80	14.25	DATA CARD	1											640.00	7019
70	508		4	1	139.0	150.0	12.80	14.25	DATA CARD	1											640.00	LABNB
70	508		4	1	139.0	150.0	12.80	14.25	DATA CARD	2								53.00				7019
70	508		4	1	139.0	150.0	12.80	14.25	DATA CARD	3								0.40				7019
70	508		4	2	139.0	150.0	12.80	15.75	DATA CARD	1											560.00	LABNB
70	508		4	3	136.0	147.0	12.80	17.22	DATA CARD	1					34.6	10.29	53.19	18.45	32.00		650.00	LABNB
70	508		4	3	136.0	150.0	12.80	17.23	DATA CARD	1						10.29	53.19		0.03		650.00	7019
70	508		4	3	136.0	150.0	12.80	17.23	DATA CARD	2								50.00				7019
70	508		4	3	136.0	150.0	12.80	17.23	DATA CARD	3								0.40				7019
70	508		5	1	139.0	150.0	17.20	18.65	DATA CARD	1											660.00	LABNB
70	508		5	1	139.0	150.0	17.20	18.65	DATA CARD	1											660.00	7019
70	508		5	1	139.0	150.0	17.20	18.65	DATA CARD	2								38.00				7019
70	508		5	1	139.0	150.0	17.20	18.65	DATA CARD	3								0.40				7019
70	508		5	2	109.0	120.0	17.20	19.85	DATA CARD	1											550.00	LABNB
70	508		5	3	134.0	145.0	17.20	21.60	DATA CARD	1												LABNB
70	508		6	1	135.0	146.0	21.60	23.01	DATA CARD	1					34.4	10.17	52.52	18.35			660.00	LABNB
70	508		6	1	135.0	150.0	21.60	23.03	DATA CARD	1						10.17	52.52				660.00	7019
70	508		6	1	135.0	150.0	21.60	23.03	DATA CARD	2								25.00				7019
70	508		6	1	135.0	150.0	21.60	23.03	DATA CARD	3								0.40				7019
70	508		6	2	139.0	150.0	21.60	24.55	DATA CARD	1											610.00	LABNB
70	508		6	3	128.0	138.0	21.60	25.93	DATA CARD	1												LABNB
70	508		7	1	139.0	150.0	26.00	27.45	DATA CARD	1						10.24	52.96				650.00	7019
70	508		7	1	139.0	150.0	26.00	27.45	DATA CARD	1					34.9	10.24	52.96	18.80			650.00	LABNB
70	508		7	1	139.0	150.0	26.00	27.45	DATA CARD	2								13.20				7019
70	508		7	1	139.0	150.0	26.00	27.45	DATA CARD	3								0.50				7019
70	508		7	2	139.0	150.0	26.00	28.95	DATA CARD	1											510.00	LABNB
70	508		7	3	118.0	128.0	26.00	30.23	DATA CARD	1									0.01		520.00	7019
70	508		7	3	118.0	128.0	26.00	30.23	DATA CARD	2								15.20				7019
70	508		7	3	118.0	128.0	26.00	30.23	DATA CARD	3								0.90				7019
70	508		7	3	118.0	129.0	26.00	30.24	DATA CARD	1									8.00		520.00	LABNB
70	508		8	1	139.0	150.0	30.40	31.85	DATA CARD	1						10.25					460.00	7019
70	508		8	1	139.0	150.0	30.40	31.85	DATA CARD	1						10.25					460.00	LABNB
70	508		8	1	139.0	150.0	30.40	31.85	DATA CARD	2								27.00				7019
70	508		8	1	139.0	150.0	30.40	31.85	DATA CARD	3								6.00				7019
70	508		8	2	110.0	120.0	30.40	33.05	DATA CARD	1					34.6	10.59	52.76	18.20			400.00	LABNB
70	508		8	2	110.0	120.0	30.40	33.05	DATA CARD	1						10.59	52.76				400.00	7019
70	508		8	2	110.0	120.0	30.40	33.05	DATA CARD	2								27.00				7019
70	508		8	2	110.0	120.0	30.40	33.05	DATA CARD	3								8.30				7019
70	508		8	3	117.0	127.0	30.40	34.62	DATA CARD	1						10.89	52.17		0.01		440.00	7019
70	508		8	3	117.0	127.0	30.40	34.62	DATA CARD	2								31.00				7019
70	508		8	3	117.0	127.0	30.40	34.62	DATA CARD	3								20.00				7019
70	508		8	3	117.0	128.0	30.40	34.63	DATA CARD	1					34.9	10.89	52.17	18.41	9.00		440.00	LABNB
70	508		8	3	117.0	128.0	30.40	34.63	COMMENT CARD	1		SAMPL		SCEN	TRIFU	GEDAT	2DEG	REESC	FORT	HISHO	LEEXCE	LABNB
70	508		8	3	117.0	128.0	30.40	34.63	COMMENT CARD	2		FORH		LIUM	SAMPL	ESTHA	TWERE	SQUEE	ZEDAT	22DE	GREESC	LABNB
70	508	C	1	1	139.0	150.0	42.00	43.45	DATA CARD	1						10.51					250.00	LABNB
70	508	C	1	2	36.0	47.0	42.00	43.92	DATA CARD	1						10.01					190.00	LABNB
70	508	C	1	2	36.0	47.0	42.00	43.92	COMMENT CARD	1		THESE		TWOS	AMPLE	SFROM	INDUR	ATEDS	EDIMEN	TABOV	EBASEM	LABNB
70	509		2	1	140.0	150.0	1.00	2.45	DATA CARD	1						12.29	51.54		0.04		640.00	7019
70	509		2	1	140.0	150.0	1.00	2.45	DATA CARD	1					35.8	12.29	51.54	20.06	35.00		640.00	LABNB
70	509		2	1	140.0	150.0	1.00	2.45	DATA CARD	2								32.00				7019
70	509		2	1	140.0	150.0	1.00	2.45	DATA CARD	3								0.40				7019
70	509		2	3	126.0	127.0	1.00	5.27	DATA CARD	1					35.5	12.25	51.71	19.46	27.00		590.00	LABNB
70	509		2	3	126.0	127.0	1.00	5.27	DATA CARD	1						12.25	51.71		0.03		590.00	7019
70	509		2	3	126.0	127.0	1.00	5.27	DATA CARD	2								33.00				7019
70	509		2	3	126.0	127.0	1.00	5.27	DATA CARD	3								0.40				7019
70	509		3	1	139.0	150.0	5.40	6.85	DATA CARD	1									27.00		630.00	LABNB
70	509		3	1	139.0	150.0	5.40	6.85	DATA CARD	1									0.03		630.00	7019
70	509		3	1	139.0	150.0	5.40	6.85	DATA CARD	2								43.00				7019
70	509		3	1	139.0	150.0	5.40	6.85	DATA CARD	3								0.40				7019
70	509		3	2	139.0	150.0	5.40	8.35	DATA CARD	1									22.00		660.00	LABNB
70	509		3	2	139.0	150.0	5.40	8.35	DATA CARD	1									0.02		660.00	7019
70	509		3	2	139.0	150.0	5.40	8.35	DATA CARD	2								44.00				7019
70	509		3	2	139.0	150.0	5.40	8.35	DATA CARD	3								0.40				7019
70	509		3	3	132.0	133.0	5.40	9.73	DATA CARD	1						12.06	51.47		0.02		620.00	7019
70	509		3	3	132.0	133.0	5.40	9.73	DATA CARD	2								37.00				7019
70	509		3	3	132.0	133.0	5.40	9.73	DATA CARD	3								0.40				7019
70	509		3	3	132.0	133.0	5.40	9.73	DATA CARD	1					35.5	12.06	51.47	19.52	22.00		620.00	LABNB
70	509		4	1	139.0	150.0	9.80	11.25	DATA CARD	1												LABNB
70	509		4	2	139.0	150.0	9.80	12.75	DATA CARD	1									0.01		510.00	7019
70	509		4	2	139.0	150.0	9.80	12.75	DATA CARD	1									11.00		510.00	LABNB
70	509		4	2	139.0	150.0	9.80	12.75	DATA CARD	2								31.00				7019
70	509		4	2	139.0	150.0	9.80	12.75	DATA CARD	3								5.70				7019
70	509		4	3	117.0	127.0	9.80	14.02	DATA CARD	1					35.2	12.12	50.93	19.29	10.00		530.00	LABNB
70	509		4	3	117.0	127.0	9.80	14.02	DATA CARD	1						12.12	50.93		0.01		530.00	7019
70	509		4	3	117.0	127.0	9.80	14.02	DATA CARD	2								36.00				7019
70	509		4	3	117.0	127.0	9.80	14.02	DATA CARD	3								9.60				7019
70	509		5	1	139.0	150.0	14.20	15.65	DATA CARD	1												LABNB
70	509		5	2	139.0	150.0	14.20	17.15	DATA CARD	1									0.01		550.00	7019
70	509		5	2	139.0	150.0	14.20	17.15	DATA CARD	1									10.00		550.00	LABNB
70	509		5	2	139.0	150.0	14.20	17.15	DATA CARD	2								37.00				7019
70	509		5	2	139.0	150.0	14.20	17.15	DATA CARD	3								9.60				7019
70	509		5	3	118.0	128.0	14.20	18.43	DATA CARD	1						12.10	51.55		0.01		520.00	7019
70	509		5	3	118.0	128.0	14.20	18.43	DATA CARD	2								35.00				7019
70	509		5	3	118.0	128.0	14.20	18.43	DATA CARD	3								7.90				7019
70	509		5	3	118.0	136.0	14.20	18.47	DATA CARD	1					34.9	12.10	51.55	19.49	9.00		520.00	LABNB
70	509		6	1	139.0	150.0	18.60	20.05	DATA CARD	1									0.01		550.00	7019
70	509		6	1	139.0	150.0	18.60	20.05	DATA CARD	1									10.00		550.00	LABNB
70	509		6	1	139.0	150.0	18.60	20.05	DATA CARD	2								35.00				7019
70	509		6	1	139.0	150.0	18.60	20.05	DATA CARD	3								6.50				7019
70	509		6	2	139.0	150.0	18.60	21.55	DATA CARD	1					35.2	11.41	52.18	19.29	9.00		540.00	LABNB
70	509		6	2	139.0	150.0	18.60	21.55	DATA CARD	1						11.41	52.18		0.01		540.00	7019
70	509		6	2	139.0	150.0	18.60	21.55	DATA CARD	2								32.00				7019
70	509		6	2	139.0	150.0	18.60	21.55	DATA CARD	3								5.40				7019
70	509		7	1	139.0	150.0	23.00	24.45	DATA CARD	1												LABNB
70	509		7	2	139.0	150.0	23.00	25.95	DATA CARD	1									0.01		510.00	7019
70	509		7	2	139.0	150.0	23.00	25.95	DATA CARD	1									6.00		510.00	LABNB
70	509		7	2	139.0	150.0	23.00	25.95	DATA CARD	2								42.00				7019
70	509		7	2	139.0	150.0	23.00	25.95	DATA CARD	3								6.10				7019
70	509		7	3	125.0	135.0	23.00	27.30	DATA CARD	1						11.33	51.37		0.01		510.00	7019
70	509		7	3	125.0	135.0	23.00	27.30	DATA CARD	2								35.00				7019
70	509		7	3	125.0	135.0	23.00	27.30	DATA CARD	3								8.70				7019
70	509		7	3	125.0	136.0	23.00	27.31	DATA CARD	1					35.2	11.33	51.37	19.19	9.00		510.00	LABNB
70	509		8	1	139.0	150.0	27.40	28.85	DATA CARD	1									0.01		470.00	7019
70	509		8	1	139.0	150.0	27.40	28.85	DATA CARD	1									5.00		470.00	LABNB
70	509		8	1	139.0	150.0	27.40	28.85	DATA CARD	2								44.00				7019
70	509		8	1	139.0	150.0	27.40	28.85	DATA CARD	3								5.00				7019
70	509		8	2	109.0	119.0	27.40	30.04	DATA CARD	1						11.22	51.48		0.01		470.00	7019
70	509		8	2	109.0	119.0	27.40	30.04	DATA CARD	2								37.00				7019
70	509		8	2	109.0	119.0	27.40	30.04	DATA CARD	3								0.70				7019
70	509		8	2	109.0	120.0	27.40	30.05	DATA CARD	1					35.2	11.22	51.48	18.86	5.00		470.00	LABNB
70	509		8	3	111.0	121.0	27.40	31.56	DATA CARD	1									0.01		310.00	7019
70	509		8	3	111.0	121.0	27.40	31.56	DATA CARD	2								31.00				7019
70	509		8	3	111.0	122.0	27.40	31.57	DATA CARD	1									14.00		310.00	LABNB
70	509	B	1	1	0.0	150.0	0.00	0.75	DATA CARD	1					34.9	12.29	50.67	19.13			410.00	LABNB
70	509	B	2	1	139.0	150.0	3.00	4.45	DATA CARD	1									0.01		390.00	7019
70	509	B	2	1	139.0	150.0	3.00	4.45	DATA CARD	1									8.00		390.00	LABNB
70	509	B	2	1	139.0	150.0	3.00	4.45	DATA CARD	2								75.00				7019
70	509	B	2	1	139.0	150.0	3.00	4.45	DATA CARD	3								0.40				7019
70	509	B	2	2	139.0	150.0	3.00	5.95	DATA CARD	1					35.2	12.27	51.31	19.13	7.00		390.00	LABNB
70	509	B	2	2	139.0	150.0	3.00	5.95	DATA CARD	1						12.27	51.31		0.01		390.00	7019
70	509	B	2	2	139.0	150.0	3.00	5.95	DATA CARD	2								78.00				7019
70	509	B	2	2	139.0	150.0	3.00	5.95	DATA CARD	3								0.40				7019
70	509	B	2	3	120.0	130.0	3.00	7.25	DATA CARD	1											350.00	LABNB
70	509	B	2	3	120.0	130.0	3.00	7.25	DATA CARD	1											350.00	7019
70	509	B	2	3	120.0	130.0	3.00	7.25	DATA CARD	2								69.00				7019
70	509	B	2	3	120.0	130.0	3.00	7.25	DATA CARD	3								0.40				7019
70	509	B	3	1	0.0	150.0	7.40	8.15	DATA CARD	1					34.9	12.35	51.31	19.26			390.00	LABNB
70	509	B	3	2	0.0	150.0	7.40	9.65	DATA CARD	1					34.4	12.19	51.36	18.99			350.00	LABNB
70	509	B	3	2	139.0	150.0	7.40	10.35	DATA CARD	1						12.08	51.52				330.00	7019
70	509	B	3	2	139.0	150.0	7.40	10.35	DATA CARD	1					34.6	12.08	51.52	19.16	4.00		330.00	LABNB
70	509	B	3	2	139.0	150.0	7.40	10.35	DATA CARD	2								74.00				7019
70	509	B	3	2	139.0	150.0	7.40	10.35	DATA CARD	3								0.40				7019
70	509	B	4	2	0.0	0.0	11.80	13.30	DATA CARD	1					34.4	12.44	51.58	19.03			410.00	LABNB
70	509	B	4	2	0.0	0.0	11.80	13.30	COMMENT CARD	1		THESE		FOUR	SAMPL	ESWER	ETAKE	NFROM	RUNOF	FASC	ORESWE	LABNB
70	509	B	4	2	0.0	0.0	11.80	13.30	COMMENT CARD	2		CUTI		TOSE	CTION	SONC	ATWALK					LABNB
70	509	B	4	3	100.0	110.0	11.80	15.85	DATA CARD	1						12.27	51.16				260.00	7019
70	509	B	4	3	100.0	110.0	11.80	15.85	DATA CARD	2								53.00				7019
70	509	B	4	3	100.0	110.0	11.80	15.85	DATA CARD	3								0.40				7019
70	509	B	4	3	100.0	111.0	11.80	15.86	DATA CARD	1					34.6	12.27	51.16	19.13			260.00	LABNB
70	509	B	5	1	139.0	150.0	16.20	17.65	DATA CARD	1						11.81	51.39		0.01		390.00	7019
70	509	B	5	1	139.0	150.0	16.20	17.65	DATA CARD	1					35.8	11.81	51.39	19.09	6.00		390.00	LABNB
70	509	B	5	1	139.0	150.0	16.20	17.65	DATA CARD	2								75.00				7019
70	509	B	5	1	139.0	150.0	16.20	17.65	DATA CARD	3								0.40				7019
70	509	B	5	2	139.0	150.0	16.20	19.15	DATA CARD	1									6.00		300.00	LABNB
70	509	B	5	2	139.0	150.0	16.20	19.15	DATA CARD	1									0.01		300.00	7019
70	509	B	5	2	139.0	150.0	16.20	19.15	DATA CARD	2								40.00				7019
70	509	B	5	2	139.0	150.0	16.20	19.15	DATA CARD	3								4.80				7019
70	509	B	5	3	85.0	95.0	16.20	20.10	DATA CARD	1											120.00	7019
70	509	B	5	3	85.0	96.0	16.20	20.11	DATA CARD	1											120.00	LABNB
70	509	B	6	1	139.0	150.0	20.60	22.05	DATA CARD	1						11.79	51.17				470.00	7019
70	509	B	6	1	139.0	150.0	20.60	22.05	DATA CARD	1					35.2	11.79	51.17	19.26			470.00	LABNB
70	509	B	6	1	139.0	150.0	20.60	22.05	DATA CARD	2								50.00				7019
70	509	B	6	1	139.0	150.0	20.60	22.05	DATA CARD	3								6.60				7019
70	509	B	6	2	139.0	150.0	20.60	23.55	DATA CARD	1									4.00		470.00	LABNB
70	509	B	6	2	139.0	150.0	20.60	23.55	DATA CARD	1											470.00	7019
70	509	B	6	2	139.0	150.0	20.60	23.55	DATA CARD	2								73.00				7019
70	509	B	6	2	139.0	150.0	20.60	23.55	DATA CARD	3								15.60				7019
70	509	B	6	3	129.0	139.0	20.60	24.94	DATA CARD	1						11.52	51.56				450.00	7019
70	509	B	6	3	129.0	139.0	20.60	24.94	DATA CARD	2								41.00				7019
70	509	B	6	3	129.0	139.0	20.60	24.94	DATA CARD	3								7.50				7019
70	509	B	6	3	129.0	140.0	20.60	24.94	DATA CARD	1					35.5	11.52	51.56	18.99			450.00	LABNB
70	509	B	7	1	139.0	150.0	25.00	26.45	DATA CARD	1											470.00	7019
70	509	B	7	1	139.0	150.0	25.00	26.45	DATA CARD	1									4.00		470.00	LABNB
70	509	B	7	1	139.0	150.0	25.00	26.45	DATA CARD	2								38.00				7019
70	509	B	7	1	139.0	150.0	25.00	26.45	DATA CARD	3								9.60				7019
70	509	B	7	2	139.0	150.0	25.00	27.95	DATA CARD	1												LABNB
70	509	B	7	3	108.0	118.0	25.00	29.13	DATA CARD	1						11.18	51.20		0.01		420.00	7019
70	509	B	7	3	108.0	118.0	25.00	29.13	DATA CARD	2								34.00				7019
70	509	B	7	3	108.0	118.0	25.00	29.13	DATA CARD	3								5.70				7019
70	509	B	7	3	108.0	119.0	25.00	29.14	DATA CARD	1					36.3	11.18	51.20	19.06	7.00		420.00	LABNB
70	509	B	8	3	84.0	85.0	29.40	33.25	DATA CARD	1					37.4	11.39	50.87	19.06			450.00	LABNB
70	509	B	8	3	84.0	94.0	29.40	33.29	DATA CARD	1						11.39	50.87				450.00	7019
70	509	B	8	3	84.0	94.0	29.40	33.29	DATA CARD	2								40.00				7019
70	509	B	8	3	84.0	94.0	29.40	33.29	DATA CARD	3								11.90				7019
70	510		2	1	139.0	150.0	38.50	39.95	DATA CARD	1					35.5	10.88	53.63	19.34	38.00		850.00	LABNB
70	510		2	5	139.0	150.0	38.50	45.95	DATA CARD	1					35.8	10.75	53.58	19.34	45.00		820.00	LABNB
70	510		3	1	139.0	150.0	67.00	68.45	DATA CARD	1					36.0	11.32	53.26	19.47	59.00		960.00	LABNB
70	510		3	5	139.0	150.0	67.00	68.45	COMMENT CARD	1		SAMPL		LOST	WHEN	CENTR	IFUGE	TUBEB	ROKE			LABNB
70	510		4	2	139.0	150.0	76.50	79.45	DATA CARD	1					35.5	10.90	52.55	19.34	63.00		1060.00	LABNB
70	510		4	5	139.0	150.0	76.50	79.45	COMMENT CARD	1		SAMPL		LOST								LABNB
70	510		5	2	139.0	150.0	86.00	88.95	DATA CARD	1					35.8	11.22	51.65	19.38	67.00		1090.00	LABNB
70	510		5	5	139.0	150.0	86.00	93.45	DATA CARD	1									63.00		1110.00	LABNB
70	510		6	2	139.0	150.0	95.50	98.45	DATA CARD	1					35.8	11.24	51.68	19.24	63.00		1110.00	LABNB
70	510		6	5	139.0	150.0	95.50	102.95	DATA CARD	1									63.00		1120.00	LABNB
70	510		7	2	139.0	150.0	105.00	107.95	DATA CARD	1					35.8	12.25	50.79	19.21	55.00		1130.00	LABNB
70	510		7	5	139.0	150.0	105.00	112.45	DATA CARD	1					35.8	11.89	50.50	19.18	49.00		1040.00	LABNB
71	511		5	3	143.0	150.0	33.50	37.97	DATA CARD	1	COMBINATION	7.09	COLORIMETRIC	3.9		12.49	46.18	19.85				LABNB
71	511		11	3	140.0	150.0	89.50	93.95	DATA CARD	1						15.17	41.61	19.98				LABNB
71	511		16	2	64.0	70.0	138.00	140.17	DATA CARD	1	COMBINATION	7.08	COLORIMETRIC	3.6	35.2	17.04	39.54	19.41				LABNB
71	511		20	2	144.0	150.0	176.00	178.97	DATA CARD	1	COMBINATION	7.58	COLORIMETRIC	3.5	34.6	17.78	39.40	22.84				LABNB
71	511		24	5	140.0	150.0	204.50	211.95	DATA CARD	1	COMBINATION	7.68	COLORIMETRIC	3.4	33.8	18.36	36.18	22.41				LABNB
71	511		30	4	140.0	150.0	242.50	248.45	DATA CARD	1	COMBINATION	7.38	COLORIMETRIC	0.5	33.0	19.87	38.55	22.24				LABNB
71	511		35	1	140.0	150.0	290.00	291.45	DATA CARD	1	COMBINATION	7.39	COLORIMETRIC	1.3	32.7	20.78	35.00	22.51				LABNB
71	511		40	5	140.0	150.0	337.50	344.95	DATA CARD	1	COMBINATION	7.04	COLORIMETRIC	1.6	32.5	21.25	34.65	22.54				LABNB
71	511		45	2	140.0	150.0	385.00	387.95	DATA CARD	1	COMBINATION	6.63	COLORIMETRIC	2.9	32.7	21.53	34.75	21.91				LABNB
71	511		50	3	140.0	150.0	432.50	436.95	DATA CARD	1	COMBINATION	7.37	COLORIMETRIC	2.2	32.7	20.80	24.52	19.44				LABNB
71	511		55	5	140.0	150.0	480.00	487.45	DATA CARD	1	COMBINATION	7.37	COLORIMETRIC	1.0	30.9	21.03	23.10	18.74				LABNB
71	511		60	4	140.0	150.0	527.50	533.45	DATA CARD	1			COLORIMETRIC	0.0	31.6	20.54	23.25	18.98				LABNB
71	511		65	3	140.0	150.0	575.00	579.45	DATA CARD	1	COMBINATION	7.50	COLORIMETRIC	2.7	31.1	20.11	20.32	18.18				LABNB
71	512		2	2	144.0	150.0	2.50	5.47	DATA CARD	1	COMBINATION	7.30	COLORIMETRIC	2.0	34.6	11.41	55.02	20.19				LABNB
71	512		12	2	140.0	150.0	42.70	45.65	DATA CARD	1	COMBINATION	7.42	COLORIMETRIC	1.5	35.2	14.22	49.52	19.73				LABNB
71	512		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.99	COLORIMETRIC	1.1	33.3	10.13	51.13	18.64				LABNB
71	513		5	5	143.0	150.0	37.50	44.97	DATA CARD	1	COMBINATION	7.50	COLORIMETRIC	4.9	35.2	14.40	48.44	15.91				LABNB
71	513		SSW				0.00	0.00	DATA CARD	1	COMBINATION	6.89	COLORIMETRIC	1.2	33.7	10.05	57.83	18.80				LABNB
71	513	A	4	5	140.0	150.0	94.50	101.95	DATA CARD	1	COMBINATION	8.40	COLORIMETRIC	4.5	34.9	15.44	42.59	19.61				LABNB
71	513	A	8	3	110.0	120.0	132.50	136.65	DATA CARD	1	COMBINATION	7.62	COLORIMETRIC	4.8	34.7	19.09	42.36	19.93				LABNB
71	513	A	13	1	140.0	150.0	180.00	181.89	DATA CARD	1	COMBINATION	7.79	COLORIMETRIC	3.3	34.9	20.32	41.97	19.47				LABNB
71	513	A	17	3	140.0	150.0	218.00	222.45	DATA CARD	1	COMBINATION	7.62	COLORIMETRIC	3.2	34.4	21.38	40.33	19.41				LABNB
71	513	A	24	1	143.0	150.0	284.50	285.97	DATA CARD	1	COMBINATION	7.61	COLORIMETRIC	2.1	34.1	19.80	40.70	19.34				LABNB
71	513	A	30	3	140.0	150.0	341.50	345.95	DATA CARD	1	COMBINATION	7.58	COLORIMETRIC	1.7	34.4	22.48	38.55	19.47				LABNB
